Unnamed: 0,user_id,name,email,company,role,verified,item_id,item_name,category,description,price,supplier,stock,invoice_id,vendor_id,invoice_date,due_date,amount,status,related_item_id,from,to,subject,body,email_type,generated_reply,response_date,summary,previous_interactions,phone,address,timestamp,reply_text,action_taken
606.0,6618.0,Michael Fields,emullins@yahoo.com,"Roy, Bryant and Andrews",Engineer,False,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,30.0,INV-7520,V9258,2025-08-26,2025-09-25,262507.5,Overdue,C103,emullins@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-7520,"Hello, could you confirm the status of invoice INV-7520 for Jet Fuel Pump?",Invoice Query,"Dear Michael Fields, the payment status for invoice INV-7520 is Overdue.",2025-08-27,Michael Fields requested status of INV-7520 for Jet Fuel Pump; response sent confirming Overdue.,"[{'uuid': 'd0b21d85-7454-4fa5-8cb6-1e973848d372', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",6857108623.0,"790, Main Street, City47",,,
607.0,4075.0,Thomas Johnson,swagner@mccullough-cox.com,Johnson Group,Procurement Manager,False,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,47.0,INV-8368,V9424,2025-07-11,2025-08-10,411261.75,Overdue,C103,swagner@mccullough-cox.com,support@aerosupply.com,Invoice status inquiry INV-8368,"Hello, could you confirm the status of invoice INV-8368 for Jet Fuel Pump?",Invoice Query,"Dear Thomas Johnson, the payment status for invoice INV-8368 is Overdue.",2025-07-12,Thomas Johnson requested status of INV-8368 for Jet Fuel Pump; response sent confirming Overdue.,"[{'uuid': 'b2caf343-c679-4b35-a6c1-3d105e13ea7a', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",7534744544.0,"389, Main Street, City10",,,
608.0,1461.0,Kimberly Sanchez,rachelmiller@yahoo.com,Knapp LLC,Procurement Manager,True,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,38.0,INV-2662,V2460,2025-08-25,2025-09-24,79800.0,Paid,C104,rachelmiller@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-2662,"Hello, could you confirm the status of invoice INV-2662 for Landing Gear Tire?",Invoice Query,"Dear Kimberly Sanchez, the payment status for invoice INV-2662 is Paid.",2025-08-26,Kimberly Sanchez requested status of INV-2662 for Landing Gear Tire; response sent confirming Paid.,"[{'uuid': '6eede937-0e01-4de0-b335-a4ea20f44538', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",6794983303.0,"242, Main Street, City36",,,
609.0,2404.0,William Watkins,michael55@ellis-garcia.com,Brewer Inc,Engineer,False,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,29.0,INV-1404,V6815,2025-08-29,2025-09-28,60900.0,Overdue,C104,michael55@ellis-garcia.com,support@aerosupply.com,Invoice status inquiry INV-1404,"Hello, could you confirm the status of invoice INV-1404 for Landing Gear Tire?",Invoice Query,"Dear William Watkins, the payment status for invoice INV-1404 is Overdue.",2025-08-30,William Watkins requested status of INV-1404 for Landing Gear Tire; response sent confirming Overdue.,"[{'uuid': '809f62a9-9063-4980-88a2-0630599ee993', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",8683894494.0,"587, Main Street, City13",,,
610.0,5041.0,Carla Moreno,lorimontgomery@yahoo.com,"James, Taylor and Phillips",Procurement Manager,False,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,41.0,INV-9052,V2198,2025-07-20,2025-08-19,623240.59,Paid,C105,lorimontgomery@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-9052,"Hello, could you confirm the status of invoice INV-9052 for Flight Control Computer?",Invoice Query,"Dear Carla Moreno, the payment status for invoice INV-9052 is Paid.",2025-07-21,Carla Moreno requested status of INV-9052 for Flight Control Computer; response sent confirming Paid.,"[{'uuid': 'ad0ae713-51c6-4e02-9ddc-d6460ec11f1c', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",7829915114.0,"771, Main Street, City38",,,
611.0,8024.0,Laura Fisher,dustinsparks@pacheco.com,Marsh Group,Procurement Manager,False,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,11.0,INV-3167,V9600,2025-07-06,2025-08-05,15958.25,Paid,C101,dustinsparks@pacheco.com,support@aerosupply.com,Invoice status inquiry INV-3167,"Hello, could you confirm the status of invoice INV-3167 for Hydraulic Pump?",Invoice Query,"Dear Laura Fisher, the payment status for invoice INV-3167 is Paid.",2025-07-07,Laura Fisher requested status of INV-3167 for Hydraulic Pump; response sent confirming Paid.,"[{'uuid': '99e0208f-d770-470a-b780-07321c5be690', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",6673218616.0,"771, Main Street, City18",,,
612.0,3360.0,Kenneth Park,tritter@hotmail.com,"Morales, Moore and Kelly",Supply Chain Lead,True,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,42.0,INV-4427,V8506,2025-08-11,2025-09-10,367510.5,Overdue,C103,tritter@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-4427,"Hello, could you confirm the status of invoice INV-4427 for Jet Fuel Pump?",Invoice Query,"Dear Kenneth Park, the payment status for invoice INV-4427 is Overdue.",2025-08-12,Kenneth Park requested status of INV-4427 for Jet Fuel Pump; response sent confirming Overdue.,"[{'uuid': 'c8cd1864-7bfe-40d9-ba53-aaa537fdf02e', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",6879128620.0,"213, Main Street, City14",,,
613.0,5967.0,Jacob Kelly,brandonwalker@yahoo.com,Park-Molina,Supply Chain Lead,False,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,16.0,INV-4313,V7619,2025-09-14,2025-10-14,243215.84,Paid,C105,brandonwalker@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-4313,"Hello, could you confirm the status of invoice INV-4313 for Flight Control Computer?",Invoice Query,"Dear Jacob Kelly, the payment status for invoice INV-4313 is Paid.",2025-09-15,Jacob Kelly requested status of INV-4313 for Flight Control Computer; response sent confirming Paid.,"[{'uuid': '1e970405-1e64-443f-95fa-bab692b3a1f1', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",7626500600.0,"131, Main Street, City12",,,
614.0,4932.0,Christopher Hill,daniel07@gmail.com,"Smith, Smith and Lutz",Supply Chain Lead,False,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,18.0,INV-2160,V4580,2025-08-28,2025-09-27,37800.0,Pending,C104,daniel07@gmail.com,support@aerosupply.com,Invoice status inquiry INV-2160,"Hello, could you confirm the status of invoice INV-2160 for Landing Gear Tire?",Invoice Query,"Dear Christopher Hill, the payment status for invoice INV-2160 is Pending.",2025-08-29,Christopher Hill requested status of INV-2160 for Landing Gear Tire; response sent confirming Pending.,"[{'uuid': '079d27b3-ec30-45fb-9e2b-04f587515f89', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",6435426103.0,"811, Main Street, City50",,,
615.0,3611.0,Krystal Whitney,xmullins@hotmail.com,Taylor LLC,Engineer,True,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,46.0,INV-6479,V4997,2025-08-24,2025-09-23,699245.54,Overdue,C105,xmullins@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-6479,"Hello, could you confirm the status of invoice INV-6479 for Flight Control Computer?",Invoice Query,"Dear Krystal Whitney, the payment status for invoice INV-6479 is Overdue.",2025-08-25,Krystal Whitney requested status of INV-6479 for Flight Control Computer; response sent confirming Overdue.,"[{'uuid': 'f4a54e86-22cd-4474-9b23-a25d854b7d6e', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",7969772810.0,"601, Main Street, City39",,,
616.0,1079.0,Mariah Thomas,danielsullivan@rodriguez.org,Golden LLC,Supply Chain Lead,False,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,18.0,INV-9278,V8226,2025-08-21,2025-09-20,100809.0,Paid,C102,danielsullivan@rodriguez.org,support@aerosupply.com,Invoice status inquiry INV-9278,"Hello, could you confirm the status of invoice INV-9278 for Avionics Display?",Invoice Query,"Dear Mariah Thomas, the payment status for invoice INV-9278 is Paid.",2025-08-22,Mariah Thomas requested status of INV-9278 for Avionics Display; response sent confirming Paid.,"[{'uuid': '248e0a01-a0d6-4c75-bfaa-799b805ae4ff', 'context': 'User requested catalog details for Avionics Display (C102)'}]",9544001519.0,"278, Main Street, City29",,,
617.0,6628.0,Michelle Sheppard,ujoseph@yahoo.com,Williams Inc,Supply Chain Lead,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,42.0,INV-6933,V3316,2025-08-28,2025-09-27,60931.5,Pending,C101,ujoseph@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-6933,"Hello, could you confirm the status of invoice INV-6933 for Hydraulic Pump?",Invoice Query,"Dear Michelle Sheppard, the payment status for invoice INV-6933 is Pending.",2025-08-29,Michelle Sheppard requested status of INV-6933 for Hydraulic Pump; response sent confirming Pending.,"[{'uuid': '9a96ae22-d16b-4117-afb6-4f3357e0c951', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",7270790195.0,"689, Main Street, City13",,,
618.0,5310.0,Steve Harrison,williamsjennifer@mann-hawkins.com,Heath PLC,Procurement Manager,False,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,16.0,INV-2961,V3852,2025-07-29,2025-08-28,89608.0,Paid,C102,williamsjennifer@mann-hawkins.com,support@aerosupply.com,Invoice status inquiry INV-2961,"Hello, could you confirm the status of invoice INV-2961 for Avionics Display?",Invoice Query,"Dear Steve Harrison, the payment status for invoice INV-2961 is Paid.",2025-07-30,Steve Harrison requested status of INV-2961 for Avionics Display; response sent confirming Paid.,"[{'uuid': '08f588c0-3643-4b6e-97b3-3ae27378c955', 'context': 'User requested catalog details for Avionics Display (C102)'}]",9089188364.0,"656, Main Street, City26",,,
619.0,8218.0,Gabriel Shaw,fowlerbeverly@yahoo.com,"Carter, Walton and Nguyen",Finance Officer,True,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,8.0,INV-8953,V2452,2025-06-26,2025-07-26,16800.0,Pending,C104,fowlerbeverly@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-8953,"Hello, could you confirm the status of invoice INV-8953 for Landing Gear Tire?",Invoice Query,"Dear Gabriel Shaw, the payment status for invoice INV-8953 is Pending.",2025-06-27,Gabriel Shaw requested status of INV-8953 for Landing Gear Tire; response sent confirming Pending.,"[{'uuid': '0f08ccc1-42dc-4bd0-9bb7-25111d1cfe6e', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",7925232453.0,"490, Main Street, City21",,,
620.0,1702.0,Tracy Miller,miranda18@king.info,"Vang, Gomez and Hamilton",Engineer,True,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,39.0,INV-2120,V6600,2025-07-30,2025-08-29,341259.75,Pending,C103,miranda18@king.info,support@aerosupply.com,Invoice status inquiry INV-2120,"Hello, could you confirm the status of invoice INV-2120 for Jet Fuel Pump?",Invoice Query,"Dear Tracy Miller, the payment status for invoice INV-2120 is Pending.",2025-07-31,Tracy Miller requested status of INV-2120 for Jet Fuel Pump; response sent confirming Pending.,"[{'uuid': 'e1af60f4-7e82-41b6-921c-0e5619a189e1', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",7180348422.0,"223, Main Street, City13",,,
621.0,9837.0,Susan Webb,fjackson@yahoo.com,Moore-Powell,Engineer,False,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,36.0,INV-5893,V5851,2025-06-17,2025-07-17,315009.0,Overdue,C103,fjackson@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-5893,"Hello, could you confirm the status of invoice INV-5893 for Jet Fuel Pump?",Invoice Query,"Dear Susan Webb, the payment status for invoice INV-5893 is Overdue.",2025-06-18,Susan Webb requested status of INV-5893 for Jet Fuel Pump; response sent confirming Overdue.,"[{'uuid': '1884cf3c-109e-4f04-af76-c9933db69455', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",9735880408.0,"613, Main Street, City23",,,
622.0,4111.0,Sheila Smith,robinsmall@harris.biz,Lara and Sons,Supply Chain Lead,False,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,29.0,INV-3564,V9195,2025-07-16,2025-08-15,60900.0,Pending,C104,robinsmall@harris.biz,support@aerosupply.com,Invoice status inquiry INV-3564,"Hello, could you confirm the status of invoice INV-3564 for Landing Gear Tire?",Invoice Query,"Dear Sheila Smith, the payment status for invoice INV-3564 is Pending.",2025-07-17,Sheila Smith requested status of INV-3564 for Landing Gear Tire; response sent confirming Pending.,"[{'uuid': '4094e0ad-6974-4bba-b5fb-977e08980aed', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",6918626394.0,"746, Main Street, City33",,,
623.0,9036.0,David Singleton,xgalloway@gmail.com,Olson-Holland,Finance Officer,False,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,1.0,INV-8159,V6432,2025-07-13,2025-08-12,15200.99,Paid,C105,xgalloway@gmail.com,support@aerosupply.com,Invoice status inquiry INV-8159,"Hello, could you confirm the status of invoice INV-8159 for Flight Control Computer?",Invoice Query,"Dear David Singleton, the payment status for invoice INV-8159 is Paid.",2025-07-14,David Singleton requested status of INV-8159 for Flight Control Computer; response sent confirming Paid.,"[{'uuid': 'c41266f7-7f5d-40c7-a675-10134e5a1cd6', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",9958764590.0,"847, Main Street, City30",,,
624.0,7230.0,Mark Curtis,cervantesdavid@johnson.org,Maddox-Lopez,Procurement Manager,False,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,8.0,INV-8999,V2579,2025-08-24,2025-09-23,16800.0,Overdue,C104,cervantesdavid@johnson.org,support@aerosupply.com,Invoice status inquiry INV-8999,"Hello, could you confirm the status of invoice INV-8999 for Landing Gear Tire?",Invoice Query,"Dear Mark Curtis, the payment status for invoice INV-8999 is Overdue.",2025-08-25,Mark Curtis requested status of INV-8999 for Landing Gear Tire; response sent confirming Overdue.,"[{'uuid': 'c4728066-3994-468f-b47d-6fc1382e0740', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",6488117402.0,"174, Main Street, City2",,,
625.0,3071.0,Anthony West,mark66@hotmail.com,Ramirez-Little,Supply Chain Lead,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,22.0,INV-9880,V8825,2025-07-09,2025-08-08,31916.5,Pending,C101,mark66@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-9880,"Hello, could you confirm the status of invoice INV-9880 for Hydraulic Pump?",Invoice Query,"Dear Anthony West, the payment status for invoice INV-9880 is Pending.",2025-07-10,Anthony West requested status of INV-9880 for Hydraulic Pump; response sent confirming Pending.,"[{'uuid': '7dd82d8c-7a9e-4938-b05f-50fd3a8dc80c', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",9448189646.0,"327, Main Street, City23",,,
626.0,6692.0,Michael Thompson,heatherjohnson@gmail.com,Harris-Bowers,Procurement Manager,False,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,24.0,INV-7834,V6787,2025-07-31,2025-08-30,364823.76,Overdue,C105,heatherjohnson@gmail.com,support@aerosupply.com,Invoice status inquiry INV-7834,"Hello, could you confirm the status of invoice INV-7834 for Flight Control Computer?",Invoice Query,"Dear Michael Thompson, the payment status for invoice INV-7834 is Overdue.",2025-08-01,Michael Thompson requested status of INV-7834 for Flight Control Computer; response sent confirming Overdue.,"[{'uuid': '4b11ac87-322e-44e9-85a4-88ec89e2c9eb', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",9333180781.0,"269, Main Street, City42",,,
627.0,1698.0,Marc Hicks,martinleah@gmail.com,"Johnson, Holder and Peck",Finance Officer,True,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,25.0,INV-2295,V5186,2025-06-17,2025-07-17,218756.25,Pending,C103,martinleah@gmail.com,support@aerosupply.com,Invoice status inquiry INV-2295,"Hello, could you confirm the status of invoice INV-2295 for Jet Fuel Pump?",Invoice Query,"Dear Marc Hicks, the payment status for invoice INV-2295 is Pending.",2025-06-18,Marc Hicks requested status of INV-2295 for Jet Fuel Pump; response sent confirming Pending.,"[{'uuid': 'cc841736-f196-450d-ac26-bbec73e9723d', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",9299527274.0,"291, Main Street, City45",,,
628.0,1204.0,Michael Brown,hharris@roy-sanchez.com,Fields-Navarro,Finance Officer,False,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,4.0,INV-2677,V4027,2025-06-21,2025-07-21,8400.0,Pending,C104,hharris@roy-sanchez.com,support@aerosupply.com,Invoice status inquiry INV-2677,"Hello, could you confirm the status of invoice INV-2677 for Landing Gear Tire?",Invoice Query,"Dear Michael Brown, the payment status for invoice INV-2677 is Pending.",2025-06-22,Michael Brown requested status of INV-2677 for Landing Gear Tire; response sent confirming Pending.,"[{'uuid': 'd87a8bf8-93fd-4369-b90a-527d9d33cc8c', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",7064082726.0,"599, Main Street, City6",,,
629.0,6281.0,Carrie Ingram,vodonnell@rasmussen.com,Conrad-Thompson,Procurement Manager,True,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,38.0,INV-5451,V6589,2025-07-12,2025-08-11,212819.0,Pending,C102,vodonnell@rasmussen.com,support@aerosupply.com,Invoice status inquiry INV-5451,"Hello, could you confirm the status of invoice INV-5451 for Avionics Display?",Invoice Query,"Dear Carrie Ingram, the payment status for invoice INV-5451 is Pending.",2025-07-13,Carrie Ingram requested status of INV-5451 for Avionics Display; response sent confirming Pending.,"[{'uuid': 'e57fd674-f973-4b21-8703-b75f18d945d3', 'context': 'User requested catalog details for Avionics Display (C102)'}]",8419566965.0,"886, Main Street, City43",,,
630.0,7935.0,Sean Crawford,lmcdowell@sanchez.com,"Reed, Olson and Smith",Engineer,False,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,28.0,INV-4322,V8695,2025-06-26,2025-07-26,40621.0,Paid,C101,lmcdowell@sanchez.com,support@aerosupply.com,Invoice status inquiry INV-4322,"Hello, could you confirm the status of invoice INV-4322 for Hydraulic Pump?",Invoice Query,"Dear Sean Crawford, the payment status for invoice INV-4322 is Paid.",2025-06-27,Sean Crawford requested status of INV-4322 for Hydraulic Pump; response sent confirming Paid.,"[{'uuid': 'a63f716e-ec65-478a-8912-fe4b8ac4c13e', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",6982066117.0,"465, Main Street, City9",,,
631.0,5633.0,Brittany Henderson,foxralph@gmail.com,Ramos-Smith,Supply Chain Lead,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,49.0,INV-6104,V1665,2025-07-18,2025-08-17,71086.75,Overdue,C101,foxralph@gmail.com,support@aerosupply.com,Invoice status inquiry INV-6104,"Hello, could you confirm the status of invoice INV-6104 for Hydraulic Pump?",Invoice Query,"Dear Brittany Henderson, the payment status for invoice INV-6104 is Overdue.",2025-07-19,Brittany Henderson requested status of INV-6104 for Hydraulic Pump; response sent confirming Overdue.,"[{'uuid': 'f123ef49-dad2-445b-8f81-6994892ff281', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",7384704431.0,"789, Main Street, City23",,,
632.0,5748.0,Michael Walker,joshua24@clarke.com,Evans-Diaz,Finance Officer,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,29.0,INV-2740,V2149,2025-08-27,2025-09-26,42071.75,Pending,C101,joshua24@clarke.com,support@aerosupply.com,Invoice status inquiry INV-2740,"Hello, could you confirm the status of invoice INV-2740 for Hydraulic Pump?",Invoice Query,"Dear Michael Walker, the payment status for invoice INV-2740 is Pending.",2025-08-28,Michael Walker requested status of INV-2740 for Hydraulic Pump; response sent confirming Pending.,"[{'uuid': '8b59bc2d-3218-4457-8642-48797b9ea114', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",9988173110.0,"484, Main Street, City41",,,
633.0,9858.0,Jared Ramirez,adamscrystal@hotmail.com,Soto-Leach,Supply Chain Lead,True,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,17.0,INV-9666,V6967,2025-06-23,2025-07-23,148754.25,Overdue,C103,adamscrystal@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-9666,"Hello, could you confirm the status of invoice INV-9666 for Jet Fuel Pump?",Invoice Query,"Dear Jared Ramirez, the payment status for invoice INV-9666 is Overdue.",2025-06-24,Jared Ramirez requested status of INV-9666 for Jet Fuel Pump; response sent confirming Overdue.,"[{'uuid': 'ae1fbda5-b36c-41e7-99a5-0f18b569a914', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",9307742363.0,"311, Main Street, City39",,,
634.0,6890.0,Robert Merritt,cory61@gmail.com,Paul Group,Supply Chain Lead,False,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,9.0,INV-7060,V5053,2025-08-06,2025-09-05,18900.0,Pending,C104,cory61@gmail.com,support@aerosupply.com,Invoice status inquiry INV-7060,"Hello, could you confirm the status of invoice INV-7060 for Landing Gear Tire?",Invoice Query,"Dear Robert Merritt, the payment status for invoice INV-7060 is Pending.",2025-08-07,Robert Merritt requested status of INV-7060 for Landing Gear Tire; response sent confirming Pending.,"[{'uuid': 'c54ae86d-e218-490c-a411-781df825c884', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",7909322322.0,"309, Main Street, City13",,,
635.0,2904.0,Joshua Espinoza,ayerstony@perez.com,Simpson-Li,Procurement Manager,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,16.0,INV-6809,V3843,2025-07-14,2025-08-13,23212.0,Pending,C101,ayerstony@perez.com,support@aerosupply.com,Invoice status inquiry INV-6809,"Hello, could you confirm the status of invoice INV-6809 for Hydraulic Pump?",Invoice Query,"Dear Joshua Espinoza, the payment status for invoice INV-6809 is Pending.",2025-07-15,Joshua Espinoza requested status of INV-6809 for Hydraulic Pump; response sent confirming Pending.,"[{'uuid': '08355b5e-de0a-4e1c-a5cb-80dab249d211', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",9047823678.0,"928, Main Street, City26",,,
636.0,7631.0,Alicia Davila,amy33@johnston.org,Faulkner-Klein,Finance Officer,True,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,29.0,INV-5949,V7985,2025-07-20,2025-08-19,60900.0,Overdue,C104,amy33@johnston.org,support@aerosupply.com,Invoice status inquiry INV-5949,"Hello, could you confirm the status of invoice INV-5949 for Landing Gear Tire?",Invoice Query,"Dear Alicia Davila, the payment status for invoice INV-5949 is Overdue.",2025-07-21,Alicia Davila requested status of INV-5949 for Landing Gear Tire; response sent confirming Overdue.,"[{'uuid': '92ce07df-b2b9-4651-890b-002ed78dd215', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",7448825509.0,"837, Main Street, City25",,,
637.0,3173.0,Sean Rios,oblankenship@nelson.com,Ross and Sons,Finance Officer,True,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,20.0,INV-8754,V1194,2025-08-08,2025-09-07,112010.0,Pending,C102,oblankenship@nelson.com,support@aerosupply.com,Invoice status inquiry INV-8754,"Hello, could you confirm the status of invoice INV-8754 for Avionics Display?",Invoice Query,"Dear Sean Rios, the payment status for invoice INV-8754 is Pending.",2025-08-09,Sean Rios requested status of INV-8754 for Avionics Display; response sent confirming Pending.,"[{'uuid': '65b16cf7-c507-4142-a616-7310119485dc', 'context': 'User requested catalog details for Avionics Display (C102)'}]",8004111460.0,"387, Main Street, City19",,,
638.0,6873.0,Ronald Carter,norristiffany@hotmail.com,"Fields, Ross and Ortiz",Engineer,True,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,47.0,INV-7101,V2091,2025-08-17,2025-09-16,411261.75,Pending,C103,norristiffany@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-7101,"Hello, could you confirm the status of invoice INV-7101 for Jet Fuel Pump?",Invoice Query,"Dear Ronald Carter, the payment status for invoice INV-7101 is Pending.",2025-08-18,Ronald Carter requested status of INV-7101 for Jet Fuel Pump; response sent confirming Pending.,"[{'uuid': '4fbf52a4-97f1-462c-84b6-9c45cd9170d3', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",6830077806.0,"165, Main Street, City8",,,
639.0,9086.0,Jason Roth,haleybarber@yahoo.com,"Sawyer, Bush and Hernandez",Finance Officer,True,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,5.0,INV-3430,V9612,2025-07-24,2025-08-23,28002.5,Pending,C102,haleybarber@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-3430,"Hello, could you confirm the status of invoice INV-3430 for Avionics Display?",Invoice Query,"Dear Jason Roth, the payment status for invoice INV-3430 is Pending.",2025-07-25,Jason Roth requested status of INV-3430 for Avionics Display; response sent confirming Pending.,"[{'uuid': '0901bbec-500c-487b-9a3e-e8c2b614fc16', 'context': 'User requested catalog details for Avionics Display (C102)'}]",9056574391.0,"286, Main Street, City40",,,
640.0,2495.0,Danielle Joyce,muellerariel@solis.com,Jefferson-Reyes,Engineer,False,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,7.0,INV-8799,V7657,2025-06-29,2025-07-29,39203.5,Paid,C102,muellerariel@solis.com,support@aerosupply.com,Invoice status inquiry INV-8799,"Hello, could you confirm the status of invoice INV-8799 for Avionics Display?",Invoice Query,"Dear Danielle Joyce, the payment status for invoice INV-8799 is Paid.",2025-06-30,Danielle Joyce requested status of INV-8799 for Avionics Display; response sent confirming Paid.,"[{'uuid': '69ec9e75-64a3-43fa-884c-60a5cf0ac203', 'context': 'User requested catalog details for Avionics Display (C102)'}]",7904452884.0,"241, Main Street, City36",,,
641.0,8689.0,Jessica Park,ahicks@gmail.com,Gonzalez and Sons,Engineer,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,15.0,INV-3701,V7256,2025-08-27,2025-09-26,21761.25,Overdue,C101,ahicks@gmail.com,support@aerosupply.com,Invoice status inquiry INV-3701,"Hello, could you confirm the status of invoice INV-3701 for Hydraulic Pump?",Invoice Query,"Dear Jessica Park, the payment status for invoice INV-3701 is Overdue.",2025-08-28,Jessica Park requested status of INV-3701 for Hydraulic Pump; response sent confirming Overdue.,"[{'uuid': 'ec2ff852-0781-4da6-82c6-d5a32a766390', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",9296244830.0,"776, Main Street, City41",,,
